Detmold,Edward Julius,Edward Julius Detmold,Yes,x,Yes,x,"fantasy, watercolor, art nouveau",1957,,,,,
Dewailly,Anne,Anne Dewailly,Yes,x,Yes,x,"figurativism, portrait, character, photorealism",N/A,,,,,
Dewing,Thomas,Thomas Dewing,Yes,x,,,"luminism, portrait, symbolism",1938,,,,,
di Cosimo,Piero,Piero di Cosimo,Yes,x,,,"renaissance, symbolism",1522,,,,,
Di Fate,Vincent,Vincent Di Fate,Yes,x,Yes,x,"sci-fi, fantasy, space",N/A,,,,,
diCorcia,Philip-Lorca,Philip-Lorca diCorcia,Yes,x,,,"photography, scene",N/A,,,,,
DiDonato,Brooke,Brooke DiDonato,Yes,x,,,"photography, surrealism",N/A,,,,,
Diebenkorn,Richard,Richard Diebenkorn,Yes,x,Yes,x,"abstract, expressionism",1993,,,,,
Dieckmann,Sandra,Sandra Dieckmann,Yes,x,,,"illustration, nature, wildlife",N/A,,,,,
Digalakis,George,George Digalakis,Yes,x,,,"photography, landscape, monochromatic",N/A,,,,,
Dillon,Steve,Steve Dillon,Yes,x,Yes,x,"comics, scene, character",2016,,,,,
Dine,Jim,Jim Dine,Yes,x,,,"pop art, figurativism",N/A,,,,,
Disher,Mandy,Mandy Disher,Yes,x,Yes,x,"photography, flowers",N/A,,,,,
Disney,Walt,Walt Disney,Yes,x,Yes,x,"cartoon, whimsical, storybook realism,",1966,,,,,
DiTerlizzi,Tony,Tony DiTerlizzi,Yes,x,Yes,x,"fantasy, whimsical",N/A,,,,,
Ditko,Steve,Steve Ditko,Yes,x,Yes,x,"comics, character,",2018,,,,,
Ditlev,Jan,Jan Ditlev,No,x,,,"fantasy, sci-fi, digital, surrealism",N/A,,,,,
Dittmann,Anna,Anna Dittmann,Yes,x,Yes,x,"portrait, fantasy, digital",N/A,,,,,
Dix,Otto,Otto Dix,Yes,x,Yes,x,"expressionism,",1969,,,,,
Dixon,Maynard,Maynard Dixon,Yes,x,,,"landscape, symbolism",1946,,,,,
Dmitriev,Dima,Dima Dmitriev,Yes,x,Yes,x,"impressionism, landscape, vibrant",N/A,,,,,
do Amaral,Tarsila,Tarsila do Amaral,Yes,x,Yes,x,"surrealism, vibrant, cubism",1973,,,,,
Dodd,Thomas,Thomas Dodd,Yes,x,No,x,"dark, magic realism, portrait",N/A,,,,,
Dodson,Terry,Terry Dodson,Yes,x,,,"comics, clean, vibrant",N/A,,,,,
Doig,Peter,Peter Doig,Yes,x,Yes,x,"figurativism, landscape, abstract",N/A,,,,,
Dolci,Carlo,Carlo Dolci,Yes,x,,,"baroque, naturalism",1686,,,,,
Domenichino,N/A,Domenichino,Yes,x,,,"baroque, naturalism",1641,,,,,
Domergue,Jean-Gabriel,Jean-Gabriel Domergue,Yes,x,,,"art deco, portrait",1962,,,,,
Donley,Ray,Ray Donley,Yes,x,Yes,x,"baroque, portrait, dark",N/A,,,,,
Donoghue,Adrian,Adrian Donoghue,Yes,x,No,x,"cityscape, streetscape, architecture",N/A,,,,,
Donwood,Stanley,Stanley Donwood,Yes,x,Yes,x,"high contrast, monochromatic, dark",N/A,,,,,
Doré,Gustave,Gustave Doré,Yes,x,Yes,x,"dark, detailed, romanticism",1883,,,,,
Dorman,Dave,Dave Dorman,No,x,Yes,x,"sci-fi, horror, fantasy, photorealism",N/A,,,,,
Dougherty,Patrick,Patrick Dougherty,Yes,x,Yes,x,"sculpture, nature, installation",N/A,,,,,
Douglas,Aaron,Aaron Douglas,Yes,x,Yes,x,"melanin, cubism, graphic design",N/A,,,,,
Dove,Arthur,Arthur Dove,Yes,x,Yes,x,"abstract, high contrast, fauvism",1946,,,,,
Downton,David,David Downton,Yes,x,Yes,x,"expressionism, portrait, high contrast",N/A,,,,,
Doyle,Richard,Richard Doyle,Yes,x,Yes,x,"detailed, scene",N/A,,,,,
Doyle,Tim,Tim Doyle,Yes,x,Yes,x,"comics, detailed,",N/A,,,,,
Drepina,Natalia,Natalia Drepina,Yes,x,Yes,x,"photography, portrait, dark",N/A,,,,,
Driskell,David,David Driskell,Yes,x,Yes,x,"melanin, abstract, colorful",2020,,,,,
Druillet,Philippe,Philippe Druillet,Yes,x,Yes,x,"comics, detailed, dark",N/A,,,,,
Drysdale,TJ,TJ Drysdale,Yes,x,Yes,x,"photography, fantasy, landscape",N/A,,,,,
Dubois-Pillet,Albert,Albert Dubois-Pillet,Yes,x,Yes,x,"impressionism, pointillism",1890,,,,,
Dubuffet,Jean,Jean Dubuffet,Yes,x,Yes,x,"high contrast, abstract, expressionism,",1985,,,,,
Duccio,N/A,Duccio,Yes,x,Yes,x,renaissance,1319,,,,,
Duchamp,Marcel,Marcel Duchamp,Yes,x,Yes,x,"surrealism, cubism, fauvism, expressionism, impressionism",1968,,,,,
Duchamp-Villon,Raymond,Raymond Duchamp-Villon,Yes,x,Yes,x,"sculpture, cubism",1918,,,,,
Ducreux,Joseph,Joseph Ducreux,Yes,x,Yes,x,"character, portrait",1802,,,,,
Dufy,Raoul,Raoul Dufy,Yes,x,Yes,x,"fauvism,",1953,,,,,
Dulac,Edmund,Edmund Dulac,Yes,x,Yes,x,"whimsical, art nouveau",1953,,,,,
Dumas,Marlene,Marlene Dumas,Yes,x,Yes,x,"watercolor, portrait",N/A,,,,,
Dunbar,Evelyn,Evelyn Dunbar,Yes,x,Yes,x,"scene, landscape",1960,,,,,
Duncan,John,John Duncan,Yes,x,Yes,x,"symbolism, romanticism",N/A,,,,,
Duncanson,Robert S.,Robert S. Duncanson,Yes,x,Yes,x,"landscape, romanticism, realism",1972,,,,,
Dupain,Max,Max Dupain,Yes,x,Yes,x,"photography, high contrast",1992,,,,,
Durand,Asher Brown,Asher Brown Durand,Yes,x,Yes,x,"landscape, luminism, romanticism",1886,,,,,
Dürer,Albrecht,Albrecht Dürer,Yes,x,Yes,x,"renaissance, detailed, scene",1528,,,,,
Durgin,Bill,Bill Durgin,Yes,x,Yes,x,"sculpture, nudity",N/A,,,,,
Dwyer,Charles,Charles Dwyer,Yes,x,Yes,x,"watercolor, messy, portrait",N/A,,,,,
Dyce,William,William Dyce,Yes,x,Yes,x,"portrait, romanticism, scene",1864,,,,,
Dyer,Chris,Chris Dyer,Yes,x,Yes,x,"psychedelic, vibrant, colorful, detailed",N/A,,,,,
Eakins,Thomas,Thomas Eakins,Yes,x,Yes,x,"realism, impressionism, scene",1916,,,,,
Eames,Ray,Ray Eames,Yes,x,Yes,x,"bauhaus, graphic design, architecture",1988,,,,,
Eardley,Joan,Joan Eardley,Yes,x,Yes,x,"expressionism, messy",1963,,,,,
Earle,Eyvind,Eyvind Earle,Yes,x,Yes,x,"magic realism, storybook realism, fantasy, high contrast",2000,,,,,
Earles,Amy,Amy Earles,Yes,x,Yes,x,"watercolor, character, whimsical, dark",N/A,,,,,
Earley,Lori,Lori Earley,Yes,x,Yes,x,"portrait, figurativism, surrealism",N/A,,,,,
Easley,Jeff,Jeff Easley,Yes,x,Yes,x,"fantasy,",N/A,,,,,
Eastman,Michael,Michael Eastman,Yes,x,Yes,x,"scene, photography, architecture",N/A,,,,,
Easton,Timothy,Timothy Easton,Yes,x,Yes,x,"landscape, impressionism",N/A,,,,,
Echelman,Janet,Janet Echelman,Yes,x,Yes,x,"installation, light, architecture, sculpture, pink",N/A,,,,,
Edelfelt,Albert,Albert Edelfelt,Yes,x,Yes,x,"realism, impressionism",1905,,,,,
Edgerton,Harold,Harold Edgerton,Yes,x,Yes,x,"photography, monochromatic",1990,,,,,
Edlin,Tyler,Tyler Edlin,Yes,x,Yes,x,"fantasy, digital, landscape, scene",N/A,,,,,
Edmiston,Jason,Jason Edmiston,Yes,x,Yes,x,"fantasy, horror, character, portrait",N/A,,,,,
Edwards,Les,Les Edwards,Yes,x,Yes,x,"sci-fi, horror, fantasy",N/A,,,,,
Eek,Piet Hein,Piet Hein Eek,Yes,x,Yes,x,"angular, messy, sculpture, installation",N/A,,,,,
Eggleston,William,William Eggleston,Yes,x,Yes,x,"streetscape, pop art, photography",N/A,,,,,
Eggleton,Bob,Bob Eggleton,Yes,x,Yes,x,"sci-fi, fantasy, horror",N/A,,,,,
Eisenman,Nicole,Nicole Eisenman,Yes,x,Yes,x,"figurativism, scene",N/A,,,,,
Eisenman,Peter,Peter Eisenman,Yes,x,Yes,x,"architecture, angular",N/A,,,,,
Eisenstaedt,Alfred,Alfred Eisenstaedt,Yes,x,Yes,x,"photography, monochromatic, portrait",1995,,,,,
Eisner,Will,Will Eisner,Yes,x,Yes,x,"comics, cartoon",2005,,,,,
Ejsing,Jesper,Jesper Ejsing,Yes,x,Yes,x,fantasy,N/A,,,,,
El Greco,N/A,El Greco,Yes,x,Yes,x,"renaissance, dark",1614,,,,,
Elgort,Arthur,Arthur Elgort,Yes,x,Yes,x,"photography, character, scene, monochromatic",N/A,,,,,
Eliasson,Olafur,Olafur Eliasson,Yes,x,Yes,x,"installation, light",N/A,,,,,
Ellger,Christine,Christine Ellger,Yes,x,Yes,x,"fantasy, magic realism",N/A,,,,,
Ellis,Dean,Dean Ellis,No,x,Yes,x,"sci-fi, vibrant",2009,,,,,
Ellis,Warren,Warren Ellis,Yes,x,Yes,x,"comics, scene, character",N/A,,,,,
Elmore,Larry,Larry Elmore,Yes,x,Yes,x,"fantasy, scene",N/A,,,,,
Elorza,Joseba,Joseba Elorza,Yes,x,Yes,x,"photography, surrealism, collage, sci-fi",N/A,,,,,
Elsheimer,Adam,Adam Elsheimer,Yes,x,Yes,x,"baroque, renaissance, romanticism",1610,,,,,
Elson,Peter,Peter Elson,Yes,x,Yes,x,"sci-fi, space",1998,,,,,
Elvgren,Gil,Gil Elvgren,Yes,x,Yes,x,"portrait, character, scene, art nouveau",1980,,,,,
Emin,Tracey,Tracey Emin,Yes,x,No,x,"messy, abstract",N/A,,,,,
Emshwiller,Ed,Ed Emshwiller,Yes,x,Yes,x,"sci-fi, scene",1990,,,,,
Enckell,Magnus,Magnus Enckell,Yes,x,Yes,x,"impressionism, symbolism",1925,,,,,
Endel,Ingrid,Ingrid Endel,Yes,x,,,"photography, figurativism",N/A,,,,,
Endresen,Daria,Daria Endresen,Yes,x,Yes,x,"photography, high contrast, surrealism",N/A,,,,,
Eng,Kilian,Kilian Eng,Yes,x,Yes,x,"digital, landscape, detailed, sci-fi, fantasy",N/A,,,,,
Engle,Jason A.,Jason A. Engle,Yes,x,Yes,x,"fantasy, sci-fi, dark",N/A,,,,,
Enjolras,Delphin,Delphin Enjolras,Yes,x,Yes,x,"scene, watercolor, romanticism",1945,,,,,
Enrich,Victor,Victor Enrich,Yes,x,Yes,x,"photography, architecture, surrealism",N/A,,,,,
Ensor,James,James Ensor,Yes,x,Yes,x,"expressionism, symbolism",1949,,,,,
Epting,Steve,Steve Epting,Yes,x,Yes,x,"comics, high contrast",N/A,,,,,
Erlich,Leandro,Leandro Erlich,Yes,x,Yes,x,"photography, architecture, surrealism",N/A,,,,,
Ernst,Max,Max Ernst,Yes,x,Yes,x,"surrealism, expressionism",1979,,,,,
Ernst,Rudolf,Rudolf Ernst,Yes,x,Yes,x,"romanticism, scene, orientalism",1932,,,,,
Errazuriz,Sebastian,Sebastian Errazuriz,Yes,x,Yes,x,"high contrast, angular, installation, sculpture",N/A,,,,,
Erwitt,Elliott,Elliott Erwitt,Yes,x,Yes,x,"photography, monochromatic",N/A,,,,,
Escher,M.C.,M.C. Escher,Yes,x,Yes,x,"angular, high contrast, surrealism",1972,,,,,
Espedal,Truls,Truls Espedal,Yes,x,Yes,x,"photorealism, surrealism",N/A,,,,,
Etchells,Tim,Tim Etchells,Yes,sureai,Yes,x,"installation, light",N/A,,,,,
Etty,William,William Etty,Yes,x,Yes,x,"nudity, romanticism, scene",1849,,,,,
Eurich,Richard,Richard Eurich,Yes,x,Yes,x,"landscape, seascape, romanticism",1992,,,,,
Evans,Cerith Wyn,Cerith Wyn Evans,Yes,x,Yes,x,"sculpture, installation, light",N/A,,,,,
Evans,Walker,Walker Evans,Yes,x,Yes,x,"photography, monochromatic, realism",1975,,,,,
Everhart,Tom,Tom Everhart,Yes,x,,,"abstract, colorful, messy, pop art, vibrant",N/A,,,,,
Eversen,Adrianus,Adrianus Eversen,Yes,x,Yes,x,"cityscape, romanticism",1897,,,,,
Fabry,Glenn,Glenn Fabry,Yes,x,Yes,x,"fantasy, sci-fi, comics",N/A,,,,,
Fadeev,Anton,Anton Fadeev,Yes,x,Yes,x,"landscape, digital",N/A,,,,,
Fairey,Shepard,Shepard Fairey,Yes,x,Yes,x,"high contrast, graphic design",N/A,,,,,
Fairhurst,Andy,Andy Fairhurst,Yes,x,Yes,x,"sci-fi, fantasy, horror, digital",N/A,,,,,
Falero,Luis Ricardo,Luis Ricardo Falero,Yes,x,Yes,x,"figurativism, fantasy, nudity",1896,,,,,
Falter,John Philip,John Philip Falter,Yes,x,Yes,x,"clean, scene, realism",1982,,,,,
Fantin-Latour,Henri,Henri Fantin-Latour,Yes,x,Yes,x,"flowers, realism, symbolism",1904,,,,,
Farquharson,Joseph,Joseph Farquharson,Yes,x,Yes,x,"landscape, wildlife",1935,,,,,
Faulkner,Iain,Iain Faulkner,Yes,x,Yes,x,"monochromatic, scene, figurativism",N/A,,,,,
Faurer,Louis,Louis Faurer,Yes,x,Yes,x,"photography, monochromatic",2001,,,,,
Faust,Lauren,Lauren Faust,Yes,erra,Yes,x,"cartoon, anime, character",N/A,,,,,
Fedden,Mary,Mary Fedden,Yes,erra,Yes,x,"still life, flowers, primitivism",2012,,,,,
Fehn,Sverre,Sverre Fehn,Yes,erra,Yes,x,architecture,2009,,,,,
Feininger,Lyonel,Lyonel Feininger,Yes,erra,Yes,x,"expressionism, angular, cubism",1953,,,,,
Feitelson,Lorser,Lorser Feitelson,Yes,erra,Yes,x,"surrealism, abstract, angular, flat colors",1978,,,,,
Feldstein,Al,Al Feldstein,No,erra,Yes,x,"comics, detailed, scene",2014,,,,,
Fenton,Joe,Joe Fenton,Yes,erra,Yes,x,"dark, whimsical, surrealism, detailed, monochromatic, high contrast",N/A,,,,,
Ferez,Andrew,Andrew Ferez,Yes,erra,Yes,x,"surrealism, fantasy, detailed",N/A,,,,,
Ferri,Roberto,Roberto Ferri,Yes,erra,Yes,x,"baroque, romanticism, nudity",N/A,,,,,
Ferris,Emil,Emil Ferris,No,erra,No,x,"cartoon, horror",N/A,,,,,
Ferriss,Hugh,Hugh Ferriss,Yes,erra,Yes,x,"cityscape, architecture, art deco",1962,,,,,
Fildes,Luke,Luke Fildes,Yes,erra,Yes,x,"realism, scene",1927,,,,,
Finch,David,David Finch,Yes,erra,Yes,x,"detailed, comics, fantasy",N/A,,,,,
Fini,Leonor,Leonor Fini,Yes,erra,Yes,x,surrealism,1996,,,,,
Fink,Callie,Callie Fink,Yes,erra,No,x,"psychedelic, vibrant, colorful, portrait",N/A,Effect is not particularly strong,,,,
Fink,Larry,Larry Fink,Yes,erra,Yes,x,"photography, monochromatic",N/A,,,,,
Finlay,Virgil,Virgil Finlay,Yes,erra,Yes,x,"comics, sci-fi, fantasy, horror, dark, high contrast",1971,,,,,
Finnstark,Anato,Anato Finnstark,No,erra,Yes,x,"digital, fantasy, scene",N/A,,,,,
Finster,Howard,Howard Finster,Yes,erra,Yes,x,"primitivism, portrait",2001,,,,,
Fischer,Anton Otto,Anton Otto Fischer,Yes,x,Yes,x,"character, scene",1962,,,,,
Fischer,Paul Gustav,Paul Gustav Fischer,Yes,x,Yes,x,"character, landscape, scene",1934,,,,,
Fischinger,Oskar,Oskar Fischinger,Yes,x,Yes,x,"abstract, vibrant, colorful",1967,,,,,
Fischl,Eric,Eric Fischl,Yes,x,Yes,x,"realism, expressionism, scene",N/A,,,,,
Fisher,Samuel Melton,Samuel Melton Fisher,Yes,x,Yes,x,"impressionism, portrait, flowers, scene",1939,,,,,
Fitzgerald,John Anster,John Anster Fitzgerald,Yes,x,Yes,x,"detailed, fantasy, whimsical, scene",1906,,,,,
Fitzpatrick,Tony,Tony Fitzpatrick,Yes,x,Yes,x,"collage, vibrant, detailed",N/A,,,,,
Flandrin,Hippolyte,Hippolyte Flandrin,Yes,x,Yes,x,"renaissance, romanticism, baroque, portrait",1864,,,,,
Flavin,Dan,Dan Flavin,Yes,x,Yes,x,"installation, light",1996,,,,,
Fleischer,Max,Max Fleischer,Yes,x,Yes,x,cartoon,1972,,,,,
Flinck,Govaert,Govaert Flinck,Yes,x,Yes,x,"baroque, portrait,",1660,,,,,
Flint,Alex Russell,Alex Russell Flint,Yes,x,Yes,x,"portrait, scene, realism, figurativism",N/A,,,,,
Flint,William Russell,William Russell Flint,Yes,x,Yes,x,"watercolor, scene, nudity",1969,,,,,
Flore,Maia,Maia Flore,Yes,x,Yes,x,"photography, whimsical, scene",N/A,,,,,
Floris,Frans,Frans Floris,Yes,x,Yes,x,renaissance,1570,,,,,
Foglio,Kaja,Kaja Foglio,No,x,Yes,x,"whimsical, cartoon",N/A,,,,,
Foglio,Phil,Phil Foglio,No,x,Yes,x,"whimsical, cartoon",N/A,,,,,
Fonssagrives,Fernand,Fernand Fonssagrives,Yes,x,Yes,x,"photography, monochromatic, high contrast",2003,,,,,
Fontana,Franco,Franco Fontana,Yes,x,Yes,x,"abstract, landscape, vibrant",N/A,,,,,
Fontana,Lavinia,Lavinia Fontana,Yes,x,Yes,x,"renaissance, portrait",1614,,,,,
Fontana,Lucio,Lucio Fontana,Yes,x,Yes,x,"abstract, sculpture, vibrant",1968,,,,,
Forain,Jean-Louis,Jean-Louis Forain,Yes,x,Yes,x,"impressionism, expressionism, scene",1931,,,,,
Forbes,Stanhope,Stanhope Forbes,Yes,x,Yes,x,"landscape, scene, impressionism",1947,,,,,
Ford,Henry Justice,Henry Justice Ford,Yes,x,Yes,x,"art nouveau, romanticism, detailed",1941,,,,,
Fortescue-Brickdale,Eleanor,Eleanor Fortescue-Brickdale,Yes,x,Yes,x,"romanticism, scene, character",1945,,,,,
Foss,Chris,Chris Foss,Yes,x,Yes,x,"vibrant, sci-fi, space",N/A,,,,,
Foster,Hal,Hal Foster,No,x,Yes,x,"comics, clean, detailed, scene",N/A,,,,,
Foster,Jon,Jon Foster,Yes,x,Yes,x,"digital, portrait, scene",N/A,,,,,
Foster,Myles Birket,Myles Birket Foster,Yes,x,Yes,x,"watercolor, landscape, scene, romanticism",1899,,,,,
Foster,Norman,Norman Foster,Yes,x,Yes,x,"architecture,",N/A,,,,,
Fouquet,Jean,Jean Fouquet,Yes,x,Yes,x,"renaissance, scene",1481,,,,,
Fox,Toby,Toby Fox,Yes,x,Yes,x,"digital, cartoon",N/A,,,,,
Fraction,Matt,Matt Fraction,Yes,x,Yes,x,"comics, character, scene",N/A,,,,,
Fragonard,Alexandre-Évariste,Alexandre-Évariste Fragonard,Yes,x,Yes,x,"baroque, romanticism, scene",1850,,,,,
Fragonard,Jean-Honoré,Jean-Honoré Fragonard,Yes,x,Yes,x,"baroque, impressionism, scene",1806,,,,,
Frahm,Art,Art Frahm,Yes,x,Yes,x,"portrait, character",1981,,,,,
Francis,Sam,Sam Francis,Yes,x,Yes,x,"abstract, expressionism",1994,,,,,
Francken the Younger,Frans,Frans Francken the Younger,Yes,x,Yes,x,"baroque, scene",1642,,,,,
Frank,Lisa,Lisa Frank,Yes,x,Yes,x,"whimsical, vibrant, colorful, pink",N/A,,,,,
Franke,Andreas,Andreas Franke,Yes,x,Yes,x,"photography, scene, surrealism",N/A,,,,,
Frankenthaler,Helen,Helen Frankenthaler,Yes,x,Yes,x,"abstract, expressionism, watercolor",2011,,,,,
Frazetta,Frank,Frank Frazetta,Yes,x,Yes,x,"fantasy, dark, scene",2010,,,,,
Freas,Kelly,Kelly Freas,Yes,x,Yes,x,"sci-fi, fantasy, ",2005,"Also ""Frank Kelly Freas""",,,,
Freeman,Ed,Ed Freeman,Yes,x,Yes,x,"photography, nudity, figurativism, architecture",N/A,,,,,
Freud,Lucian,Lucian Freud,Yes,x,Yes,x,"portrait, expressionism, realism",2011,,,,,
Friedrich,Caspar David,Caspar David Friedrich,Yes,x,Yes,x,"landscape, dark, romanticism",1840,,,,,
Friel,Chris,Chris Friel,Yes,sureai,Yes,x,"dark, photography, landscape",N/A,,,,,
Frieseke,Frederick Carl,Frederick Carl Frieseke,Yes,sureai,Yes,x,"impressionism, scene",1939,,,,,
Frissell,Toni,Toni Frissell,Yes,sureai,Yes,x,"photography, monochromatic",1988,,,,,
Frith,William Powell,William Powell Frith,Yes,sureai,Yes,x,"romanticism, scene",1909,,,,,
Froud,Brian,Brian Froud,Yes,sureai,Yes,x,"fantasy, dark, whimsical",N/A,,,,,
Froud,Wendy,Wendy Froud,Yes,sureai,Yes,x,"fantasy, dark, whimsical",N/A,,,,,
Fruin,Tom,Tom Fruin,Yes,sureai,Yes,x,"sculpture, stained glass, architecture, installation, light, vibrant",N/A,,,,,
Fuchs,Ando,Ando Fuchs,Yes,sureai,Yes,x,"photography, monochromatic, high contrast",N/A,,,,,
Fuchs,Ernst,Ernst Fuchs,Yes,sureai,Yes,x,"texture, detailed, surrealism",2015,,,,,
Fujimoto,Sou,Sou Fujimoto,Yes,sureai,Yes,x,"architecture, angular, cubism",N/A,,,,,
Fujita,Goro,Goro Fujita,Yes,sureai,Yes,x,"whimsical, 3D, cartoon",N/A,,,,,
Fuke,Ryohei,Ryohei Fuke,Yes,sureai,,,"character, dark, anime",N/A,,,,,
Fuller,Buckminster,Buckminster Fuller,Yes,sureai,Yes,x,architecture,1983,,,,,
Fusco,Paul,Paul Fusco,Yes,sureai,Yes,x,photography,N/A,,,,,
Fuseli,Henry,Henry Fuseli,Yes,sureai,Yes,x,"romanticism, scene, high contrast, monochromatic",1825,,,,,
Gacy,John Wayne,John Wayne Gacy,Yes,sureai,Yes,x,"vibrant, portrait",1994,,,,,
Gadd,Elizabeth,Elizabeth Gadd,Yes,sureai,Yes,x,"photography, landscape, scene",N/A,,,,,
Gaertner,Eduard,Eduard Gaertner,Yes,sureai,Yes,x,cityscape,1877,,,,,
Gagnon,Clarence,Clarence Gagnon,Yes,sureai,,,"impressionism, landscape",1942,,,,,
Gaiman,Neil,Neil Gaiman,Yes,sureai,Yes,x,"comics, portrait, high contrast",N/A,,,,,
Gainsborough,Thomas,Thomas Gainsborough,Yes,sureai,Yes,x,"romanticism, renaissance, landscape, scene",1788,,,,,
Galien-Laloue,Eugene,Eugene Galien-Laloue,Yes,sureai,,,"impressionism, cityscape, ",1941,,,,,
Gallé,Émile,Émile Gallé,Yes,sureai,No,x,art nouveau,1904,,,,,
Gammell,Stephen,Stephen Gammell,Yes,sureai,Yes,x,"dark, children's illustration, high contrast, horror",N/A,,,,,
Gangloff,Hope,Hope Gangloff,Yes,sureai,Yes,x,"high contrast, vibrant, portrait",N/A,,,,,
Garant,Alex,Alex Garant,Yes,sureai,Yes,x,"portrait, figurativism, surrealism, pink",N/A,,,,,
Garber,Daniel,Daniel Garber,Yes,sureai,Yes,x,"impressionism, landscape, realism",1958,,,,,
Garcin,Gilbert,Gilbert Garcin,Yes,sureai,Yes,-,"photography, monochromatic, surrealism",2020,,,,,
Garmash,Inessa,Inessa Garmash,Yes,sureai,Yes,x,"portrait, impressionism, romanticism",N/A,,,,,
Garmash,Michael,Michael Garmash,Yes,sureai,Yes,x,"impressionism, scene, portrait",N/A,,,,,
Gaudí,Antoni,Antoni Gaudí,Yes,sureai,Yes,x,"architecture, angular",1926,,,,,
Gaughan,Jack,Jack Gaughan,Yes,sureai,Yes,x,"sci-fi, vibrant",1985,,,,,
Gauguin,Paul,Paul Gauguin,Yes,sureai,Yes,x,"impressionism, primitivism, symbolism",1903,,,,,
Gaulli,Giovanni Battista,Giovanni Battista Gaulli,Yes,sureai,Yes,x,"baroque, portrait",1709,,,,,
Ge,Nikolai,Nikolai Ge,Yes,sureai,Yes,x,"symbolism, romanticism, scene",1894,,,,,
Geary,Emma,Emma Geary,Yes,sureai,No,x,"portrait, cartoon",N/A,,,,,
Geddes,Anne,Anne Geddes,Yes,sureai,Yes,x,"photography, nudity, portrait",N/A,,,,,
Geddes,Jeremy,Jeremy Geddes,Yes,sureai,Yes,x,"photography, surrealism, dark",N/A,,,,,
Gehry,Frank,Frank Gehry,Yes,sureai,Yes,x,"architecture, cubism",N/A,,,,,
Gekas,Bill,Bill Gekas,Yes,sureai,Yes,x,"photography, portrait, surrealism",N/A,,,,,
Gentileschi,Artemisia,Artemisia Gentileschi,Yes,sureai,Yes,x,"baroque, renaissance, scene, portrait, Caravaggisti",1653,,,,,
Gentileschi,Orazio,Orazio Gentileschi,Yes,sureai,Yes,x,"baroque, scene, portrait, Caravaggisti",1639,,,,,
Gerard,Justin,Justin Gerard,Yes,sureai,Yes,x,"fantasy, whimsical, detailed",N/A,,,,,
Gerhartz,Daniel F.,Daniel F. Gerhartz,Yes,sureai,Yes,x,"impressionism, portrait",N/A,,,,,
Géricault,Théodore,Théodore Géricault,Yes,sureai,Yes,x,"romanticism, dark, scene, portrait",1824,,,,,
Gérôme,Jean-Léon,Jean-Léon Gérôme,Yes,sureai,Yes,x,"romanticism, scene, orientalism",1904,,,,,
Gerstner,Karl,Karl Gerstner,No,sureai,Yes,x,"graphic design, vibrant, abstract, colorful",2017,,,,,
Gertler,Mark,Mark Gertler,Yes,sureai,Yes,x,"figurativism, portrait, still life",1939,,,,,
Gesell,Stefan,Stefan Gesell,Yes,sureai,Yes,x,"photography, dark, character, surrealism",N/A,,,,,
Ghailan,Atey,Atey Ghailan,Yes,sureai,Yes,x,"digital, anime, scene",N/A,,,,,
Ghenie,Adrian,Adrian Ghenie,Yes,sureai,Yes,x,"messy, abstract, expressionism, baroque",N/A,,,,,
Giacometti,Alberto,Alberto Giacometti,Yes,sureai,Yes,x,"sculpture, expressionism,",1966,,,,,
Giancola,Donato,Donato Giancola,Yes,sureai,Yes,x,"fantasy, sci-fi, detailed",N/A,,,,,
Gibbons,Dave,Dave Gibbons,Yes,sureai,Yes,x,comics,N/A,Two cards available,,,,
Gifford,Sanford Robinson,Sanford Robinson Gifford,Yes,sureai,Yes,x,"landscape, luminism",1880,,,,,
Giger,H. R.,H. R. Giger,Yes,sureai,Yes,x,"sci-fi, dark, monochromatic",2014,,,,,
Gilleard,James,James Gilleard,Yes,sureai,Yes,x,"digital, architecture, vibrant, landscape",N/A,,,,,
Gillen,Kieron,Kieron Gillen,Yes,sureai,Yes,x,comics,N/A,,,,,
Gillett,Leticia,Leticia Gillett,No,sureai,No,x,"digital, character, 3D",N/A,,,,,
Gilliam,Sam,Sam Gilliam,Yes,sureai,Yes,x,"abstract, installation, textile",2022,,,,,
Gillick,Liam,Liam Gillick,Yes,sureai,No,x,"abstract, installation",N/A,,,,,
Gillmor,Robert,Robert Gillmor,Yes,sureai,Yes,x,animals,2022,,,,,
Gillray,James,James Gillray,Yes,sureai,Yes,x,"cartoon, scene",1815,,,,,
Gilman,Harold,Harold Gilman,Yes,sureai,Yes,x,"portrait, landscape, impressionism",1919,,,,,
Ginner,Charles,Charles Ginner,Yes,sureai,Yes,x,"vibrant, landscape, cityscape, scene",1952,,,,,
Giordano,Luca,Luca Giordano,Yes,sureai,Yes,x,baroque,1705,,,,,
Giorgione,N/A,Giorgione,Yes,sureai,Yes,x,renaissance,1510,,,,,
Giotto,N/A,Giotto,Yes,sureai,Yes,x,renaissance,1337,,,,,
Girard,Greg,Greg Girard,Yes,sureai,No,x,"photography, streetscape, high contrast",N/A,,,,,
Girardet,Eugène,Eugène Girardet,Yes,sureai,Yes,x,romanticism,1907,,,,,
Giraud,Eugène,Eugène Giraud,Yes,sureai,Yes,x,"realism, scene",1881,,,,,
Giraud,Jean,Jean Giraud,Yes,sureai,Yes,x,"comics, psychedelic, surrealism, fantasy, sci-fi",2012,AKA Moebius,,,,
